商品标题,商品规格,单价
【天目湖】仅499元抢门市价699元御水温泉双人自由行，斯维登精品度假公寓典雅房/格林东方酒店高级房两大酒店任选一家，精美自助早餐2份，天目湖御水温泉成人门票2张。,,499.0
【中央商场】1.9元SEVENBUS全场饮品任选一杯！南京首次发车！100杯饮品任你挑，承包整个冬天,,1.9
【4店通用|蓉李记穿巷成都名小吃】仅66元购门市价91元2~3人小吃套餐！老成都臊子酸辣粉+宜宾燃面+狼牙土豆+荣城小笼包+蜜桃乌龙+草堂乌梅,,66.0
【全国包邮】49.9元抢原价64元修正足浴包1袋（30包），特质草本配方，暖灸肤底畅达全身~,,49.9
【全国包邮除偏远地区】49.9元购门市价199元【榴小姐六拼千层套餐】，包装冷链全新升级！一切只为给您最好的美食体验！六种不同口味千层+四种口味班戟！,,49.9
【新街口|泰式按摩】仅99元抢原价338元泰式古方按摩！128元抢原价418元泰式精油按摩，99元抢198元芳养生按摩：淋巴排毒/头疗/肾保养/卵巢保养，四选 一,泰留莲泰式SPA/养生套餐:C套餐： 养生按摩,99.0
【全国包邮|网红小零食】仅25.9元抢门市价38元雪花酥两袋，39.9元抢门市价76元雪花酥四袋！200g/袋， 好吃到停不下来！！    奶香味浓 入口香酥 ，大人、 小孩都可以吃哦~,雪花酥:A套餐：200g/袋*2 ,25.9
【全国包邮】仅26.9元抢购门市价59元50片暖身贴，寒冷秋冬，驱寒暖宫。,,26.9
【江宁|诚信大道】仅98元享门市价298元【鲜牛社】2-3人餐烤涮一体火锅！，168元享门市价516元4人烤涮一体火锅套餐，超多肉肉，吃到扶墙出~,鲜牛社火锅:A套餐 ,98.0
【百家湖地铁站旁】99元抢原价228元水秀苑大酒店单人自助餐，霸气开场，分分钟吃回本！超多种类 带着plus胃去，一次吃个够！,,99.0
【樱璐吉日式料理】118元抢门市价494元3人餐！集庆路|日料控必扫！穿越小东京！纯日式风格，1:1复刻传统居酒屋！,,118.0
【江宁|诚信大道】仅98元享门市价298元【鲜牛社】2-3人餐烤涮一体火锅！，168元享门市价516元4人烤涮一体火锅套餐，超多肉肉，吃到扶墙出~,鲜牛社火锅:B套餐,168.0
直播秒杀【河西万达，河西金鹰世界2店通用】69元享门市价151元【蓉李记穿巷成都名小吃】2~3人烤鱼！香辣烤鱼+口水鸡+鸡丝凉面+老成都炒饭+柠檬红茶+草堂乌梅饮,,69.0
【全国包邮】仅188元抢门市价360元雪花秀润燥精华 90ml/支，秋冬的安身立命之本！,,188.0
直播秒杀【4店通用|蓉李记穿巷成都名小吃】仅49元购门市价91元2~3人小吃套餐！老成都臊子酸辣粉+宜宾燃面+狼牙土豆+荣城小笼包+蜜桃乌龙+草堂乌梅,,49.0
直播秒杀！！【玄武诺富特酒店|自助餐】仅99元抢门市价228元一大一小自助餐，自助餐重磅升级 三文鱼又回来啦！ 品种繁多，口味丰富 红柳枝烤羊肉、碳烤生蚝、香辣冷串 花式美味，期待您的品鉴,,99.0
直播秒杀【全国包邮】仅99元抢门市价438元味艮浓冰酒， 220ml* 2支，礼盒装。来自大自然的馈赠。,,99.0
【德盈国际广场】仅39元抢原价3240元L.SPA美容美甲套餐： 面部补水/面 部深层清（二选 一）、 胸部腺体疏通 、 淋巴排毒、 暖巢保养 、纯色美甲/单部位脱毛（二选 一）、 肩颈月卡不限次 ，超多项目，让你从头美到指尖~,,39.0
直播秒杀【全国包邮】35元抢原价64元修正足浴包1袋（30包），特质草本配方，暖灸肤底畅达全身~,,35.0
【修身堂|万达广场】58元抢原价778元修身堂养生套餐，寒冷冬日养生休闲安排上~,,58.0
【世茂52+】仅9.9元抢门市价499元美之裕美容美肤套餐：小气泡1次 水氧活肤1次 面部SPA1次 红蓝光1次 四选 二 ,,9.9
【回味|76店通用】32.9元抢单人套餐劵（招牌鸭血粉丝汤）3张！始于1996！行走的南京老味道！,,32.9
【四店通用|爱啃猪蹄】仅199元抢门市价398元爱啃猪蹄礼盒一份，含卤猪蹄2份，酱香牛肉一份，网红柠檬凤爪一份，纯手工香肠一份，秘制猪肘一份，黄金糕1袋。,,199.0
【家居必备丨全国包邮】仅29.9元享门市价99元【舒贝丫简约包头棉拖鞋4双】舒适自在，透气棉布料，EVA鞋底，细腻毛巾棉 ！,,29.9
【秦淮区/徐州烧烤小夫妻羊肉锅】仅88元抢原价229元，小夫妻现切羊肉锅一份，鸭血，青菜，粉丝，豆泡，年糕，豆芽，鸭头两只 ，让你吃到满足,,88.0
【四店通用|爱啃猪蹄】仅11.9元抢门市价20元 柠檬酸辣凤爪一份，19.9元抢门市价40元卤猪蹄一份（半只），开胃小菜一份，果汁一份。,网红柠檬凤爪/卤猪蹄套餐: 网红柠檬凤爪 ,11.9
【四店通用|爱啃猪蹄】仅11.9元抢门市价20元 柠檬酸辣凤爪一份，19.9元抢门市价40元卤猪蹄一份（半只），开胃小菜一份，果汁一份。,网红柠檬凤爪/卤猪蹄套餐:卤猪蹄套餐,19.9
【南京8店通用|轮库】~限时39.9元抢门市价550元的【轮库】洗车套餐，99元购门市价599元保养套餐，2次洗车春节期间也可用！,轮库:洗车套餐 ,39.9
【仙鹤街|佰年足道】78元抢原价238元泰式按摩套餐，忙碌了这么久，是时候对自己好一点啦！来这里放松筋骨、疏通经络,,78.0
【全南京配送】199元抢原价299元的单J级智利车厘子5斤装，宅家追剧小水果，圣诞节礼物！快安排起来吧！,,199.0
【新街口|大头儿子鲜奶吧】13.9=两杯奶茶 门市价35元冬季养生暖饮，红枣谷物玛奇朵，养颜桃胶奶茶，蜜桃乌龙，三选 二 ,,13.9
直播秒杀【四店通用|爱啃猪蹄】仅6.9元抢门市价20元 柠檬酸辣凤爪一份,,6.9
直播秒杀【全国包邮】仅35元门市价98元的美龄妈咪银耳红枣莲子羹15g*6包/盒*2；,,35.0
【经络堂养生套票12.25元抢限量30份】是时候给自己来一次全身放松啦！,,12.25
【天河路】仅10.9元抢原价15元三品黑鸭鸭脖（约四两），仅13.9元抢原价18元3个鸭头，层层叠加的味道和营养，连骨头都入味~,三品黑鸭.:C：鸭头鸭脖套餐,24.5
【恋尚哥老官重庆美蛙鱼头】58元代218元代金券1张！新街口|凭借一只特色牛蛙，制霸火锅风云榜！地道食材，来自重庆的美味砖家！,,58.0
直播限时秒杀【全国包邮】仅19.9元抢门市价49元朝暮食肆小海鲜大虾/扇贝，两种口味可选，麻辣味/迷人辣，二选 一，解馋不怕胖！,即食海鲜:A套餐：大虾 ,19.9
直播秒杀【四店通用|爱啃猪蹄】13.9元抢门市价40元卤猪蹄一份（半只），开胃小菜一份，果汁一份。,,13.9
【天河路】仅10.9元抢原价15元三品黑鸭鸭脖（约四两），仅13.9元抢原价18元3个鸭头，层层叠加的味道和营养，连骨头都入味~,三品黑鸭.:B：鸭头套餐,13.9
【河西万达、尧化金地店|呷哺呷哺】新店开业！9.9元抢50元代金券！除酒水饮料全场通用！开一家火一家的美味~,,9.9
【南京8店通用|轮库】~限时39.9元抢门市价550元的【轮库】洗车套餐，99元购门市价599元保养套餐，2次洗车春节期间也可用！,轮库:保养套餐,99.0
【全国包邮】仅49.9元抢门市价79元的君乐宝涨芝士啦常温酸奶一箱200g*12瓶，浓缩更多营养，老人也能喝  一场味觉的艺术盛宴开始了！,,49.9
【全国300+精品酒店免费住】仅668元抢“任享无限次-免费住酒店”随处·畅住卡1年使用期！超长使用期！全国有300多家精品酒店，不限次数！不限地区！不限房型！免费住~,,668.0
【4店通用，节假日通用，无需预约】仅69元享门市价113元【蓉李记穿巷成都名小吃】2~3人小吃套餐！重庆小面+老坛酸菜鱼+麻辣豆腐+米饭+军炖锅盔+草堂乌梅,,69.0
【和满楼】3店通用|29.8元抢门市价66元的双人早茶套餐！百忙中的“偷闲”时光！一起来体验地道的扬州早茶！美好的一天从一顿美味早茶开始,,29.8
【景枫/仙林两店通用/青瓦醉巷】168元享门市价468元火锅套餐！奔驰火锅锅底4选3+青瓦四宝（毛肚+鸭肠+黄喉+千层肚）+牛蛙+霜降肥牛+牛羊拼盘+手工虾滑+蟹肉花+...,,168.0
【尊宝比萨】南京7店|日销比萨62W+！49.9元抢门市价136元双人餐！火爆全国23年！,,49.9
【水西门大街 | 羊老爷】119元享门市价252元羊老爷双人套餐！原味羊汤锅、精品羊羔卷、手切羊肉、乌鸡卷、鸭血…,,119.0
【全国包邮】29.9元抢原价79元凡士林修护润唇膏2支，修护唇部，滋养保湿，冬日必备~,,29.9
【家的味道·经典流传丨全国包邮】四袋仅需39.9元=官方价99.9元的【迪雀大黄米汤圆】Q弹易消化，一颗汤圆一口汤，馅料饱满，金灿灿的黄米皮，散发的诱人的热气，多种做法，口感香糯营养价值丰富！,,39.9
【2店通用，无需预约，节假日通用】鱼你共享美味烤鱼！仅49.9享门市价89【蓉李记穿巷成都名小吃】2人烤鱼套餐！香辣烤鱼+川北凉粉+米饭 2份,,49.9
【全国包邮】仅29.9元抢门市价138元奶乐楂酸奶山楂球两罐，酸与甜的巧妙碰撞，美味妙不可言~！,,29.9
【龙眠大道地铁站】仅99元抢原价341元汉城山烤肉超值2-3人餐！降霜雪花牛肉+特味五花肉+锡盟羔羊+一品雪花培根+海苔手握饭+锡纸鱼豆腐+.....满满肉香福利，就等你来体验~,,99.0
【顺丰包邮】仅118元抢门市价198元顶诺整切西冷牛排，100g/片*10，赠刀叉一副+黑椒酱10袋，微微腌制，料理起来更省心~！,,118.0
【老门东】1345温泉会馆元旦特惠！单人12小时洗浴票，49元起！20种水果，40种饮品畅饮畅喝，等你来玩！,1345汗蒸温泉会馆.:12小时成人票 ,79.0
【全国包邮】仅9.9元抢门市价29元儿童口罩，20只装，三层防护有效过滤！儿童尺寸紧贴舒适~！！,,9.9
